gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	verbatimScientificName	verbatimScientificNameAuthorship	countryCode	locality	stateProvince	occurrenceStatus	individualCount	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
4034970953	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/148745635	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Papaveraceae	Eschscholzia	Eschscholzia californica		SPECIES	Eschscholzia californica Cham.	Eschscholzia californica		US		California	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	34.294902	-119.22634	9.0						2023-02-13T14:50:44	13	2	2023	2888380	2888380	HUMAN_OBSERVATION	iNaturalist	Observations	148745635		Jeyla Fendi	2023-02-14T20:28:42	CC_BY_NC_4_0	duncan_thompson1	duncan_thompson1			2023-02-20T17:12:14.425Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4034960535	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/148624208	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Papaveraceae	Eschscholzia	Eschscholzia californica		SPECIES	Eschscholzia californica Cham.	Eschscholzia californica		US		California	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	34.444208	-118.459494	7.0						2023-02-12T10:44:26	12	2	2023	2888380	2888380	HUMAN_OBSERVATION	iNaturalist	Observations	148624208		Elk (she/he)	2023-02-12T18:44:53	CC_BY_NC_4_0	Elk (she/he)	Elk (she/he)			2023-02-20T17:12:15.209Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4034959486	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/148631304	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Papaveraceae	Eschscholzia	Eschscholzia californica		SPECIES	Eschscholzia californica Cham.	Eschscholzia californica		US		California	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	37.742804	-122.413371	7.0						2023-02-12T12:03:59	12	2	2023	2888380	2888380	HUMAN_OBSERVATION	iNaturalist	Observations	148631304		Ken McGary	2023-02-12T20:06:25	CC_BY_NC_4_0	Ken McGary	Ken McGary			2023-02-20T17:06:07.129Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4034958630	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/148745639	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Papaveraceae	Eschscholzia	Eschscholzia californica		SPECIES	Eschscholzia californica Cham.	Eschscholzia californica		US		California	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	34.293835	-119.226531	9.0						2023-02-13T14:55:06	13	2	2023	2888380	2888380	HUMAN_OBSERVATION	iNaturalist	Observations	148745639		Jeyla Fendi	2023-02-14T20:28:56	CC_BY_NC_4_0	duncan_thompson1	duncan_thompson1			2023-02-20T17:12:19.523Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4034957613	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/148658401	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Papaveraceae	Eschscholzia	Eschscholzia californica		SPECIES	Eschscholzia californica Cham.	Eschscholzia californica		US		California	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	37.440614	-122.251843	22.0						2023-02-12T15:17:05	12	2	2023	2888380	2888380	HUMAN_OBSERVATION	iNaturalist	Observations	148658401		emmashelton	2023-02-13T01:51:55	CC_BY_NC_4_0	emmashelton	emmashelton			2023-02-20T17:06:07.412Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4034950673	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/148701675	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Papaveraceae	Eschscholzia	Eschscholzia californica		SPECIES	Eschscholzia californica Cham.	Eschscholzia californica		US		California	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	38.4618	-122.715203	18.0						2023-02-13T09:00:05	13	2	2023	2888380	2888380	HUMAN_OBSERVATION	iNaturalist	Observations	148701675		Steve H.	2023-02-13T17:33:15	CC_BY_NC_4_0	Steve H.	Steve H.			2023-02-20T17:05:29.711Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4034948435	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/148646465	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Papaveraceae	Eschscholzia	Eschscholzia californica		SPECIES	Eschscholzia californica Cham.	Eschscholzia californica		US		California	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	37.899876	-121.913223	23.0						2023-02-12T15:05:50	12	2	2023	2888380	2888380	HUMAN_OBSERVATION	iNaturalist	Observations	148646465		mary-n	2023-02-12T23:06:19	CC_BY_NC_4_0	mary-n	mary-n			2023-02-20T17:06:16.582Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4034946338	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/148566801	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Papaveraceae	Eschscholzia	Eschscholzia californica		SPECIES	Eschscholzia californica Cham.	Eschscholzia californica		US		California	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	37.792175	-122.456422	4.0						2023-02-11T15:21:31	11	2	2023	2888380	2888380	HUMAN_OBSERVATION	iNaturalist	Observations	148566801		californiarowan	2023-02-12T01:08:18	CC_BY_NC_4_0	californiarowan	californiarowan			2023-02-20T17:06:03.436Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4034945588	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/148742010	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Papaveraceae	Eschscholzia	Eschscholzia californica		SPECIES	Eschscholzia californica Cham.	Eschscholzia californica		US		California	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	32.841302	-117.044155	33.0						2023-02-13T12:55:00	13	2	2023	2888380	2888380	HUMAN_OBSERVATION	iNaturalist	Observations	148742010		Glenn Perelson	2023-02-14T04:59:08	CC_BY_NC_4_0	Glenn Perelson	Glenn Perelson			2023-02-20T17:12:08.481Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4034931440	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/148564412	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Papaveraceae	Eschscholzia	Eschscholzia californica		SPECIES	Eschscholzia californica Cham.	Eschscholzia californica		US		California	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	38.003645	-122.288557	8.0						2023-02-11T13:38:00	11	2	2023	2888380	2888380	HUMAN_OBSERVATION	iNaturalist	Observations	148564412		Michael Warner	2023-02-12T00:34:28	CC_BY_4_0	Michael Warner	Michael Warner			2023-02-20T17:05:52.523Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4034927621	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/148663996	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Papaveraceae	Eschscholzia	Eschscholzia californica		SPECIES	Eschscholzia californica Cham.	Eschscholzia californica		US		California	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	37.71692	-122.423805	4.0						2023-02-12T15:12:49	12	2	2023	2888380	2888380	HUMAN_OBSERVATION	iNaturalist	Observations	148663996		austin_lu	2023-02-13T03:07:23	CC_BY_NC_4_0	austin_lu	austin_lu			2023-02-20T17:13:58.864Z	StillImage	CONTINENT_DERIVED_FROM_COORDINATES
4034927549	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/148630633	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Papaveraceae	Eschscholzia	Eschscholzia californica		SPECIES	Eschscholzia californica Cham.	Eschscholzia californica		US		California	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	33.702169	-117.010226	4.0						2023-02-12T11:57:57	12	2	2023	2888380	2888380	HUMAN_OBSERVATION	iNaturalist	Observations	148630633		hayashby	2023-02-12T19:58:09	CC_BY_NC_4_0	hayashby	hayashby			2023-02-20T17:12:18.800Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4034911909	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/148725922	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Papaveraceae	Eschscholzia	Eschscholzia californica		SPECIES	Eschscholzia californica Cham.	Eschscholzia californica		US		California	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	38.151195	-122.217903	4.0						2023-02-13T12:09:09	13	2	2023	2888380	2888380	HUMAN_OBSERVATION	iNaturalist	Observations	148725922		Silverado Jim	2023-02-13T23:57:34	CC_BY_4_0	Silverado Jim	Silverado Jim			2023-02-20T17:14:17.612Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4034906696	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/148657676	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Papaveraceae	Eschscholzia	Eschscholzia californica		SPECIES	Eschscholzia californica Cham.	Eschscholzia californica		US		California	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	37.796228	-122.466447	4.0						2023-02-12T14:27:11	12	2	2023	2888380	2888380	HUMAN_OBSERVATION	iNaturalist	Observations	148657676		californiarowan	2023-02-13T01:41:24	CC_BY_NC_4_0	californiarowan	californiarowan			2023-02-20T17:14:25.141Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4034904458	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/148626718	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Papaveraceae	Eschscholzia	Eschscholzia californica		SPECIES	Eschscholzia californica Cham.	Eschscholzia californica		US		California	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	34.741397	-120.057992	4.0						2023-02-11T13:41:29	11	2	2023	2888380	2888380	HUMAN_OBSERVATION	iNaturalist	Observations	148626718		onyxrat	2023-02-12T19:33:25	CC_BY_NC_4_0	gretchgreene	gretchgreene			2023-02-20T17:12:10.067Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4034901603	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/148624643	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Papaveraceae	Eschscholzia	Eschscholzia californica		SPECIES	Eschscholzia californica Cham.	Eschscholzia californica		US		California	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	34.444616	-118.458027	7.0						2023-02-12T10:49:27	12	2	2023	2888380	2888380	HUMAN_OBSERVATION	iNaturalist	Observations	148624643		Elk (she/he)	2023-02-12T18:49:37	CC_BY_NC_4_0	Elk (she/he)	Elk (she/he)			2023-02-20T17:06:00.238Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4034896571	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/148643888	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Papaveraceae	Eschscholzia	Eschscholzia californica		SPECIES	Eschscholzia californica Cham.	Eschscholzia californica		US		California	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	33.807987	-117.357575	200.0						2023-02-12T10:36:33	12	2	2023	2888380	2888380	HUMAN_OBSERVATION	iNaturalist	Observations	148643888		David Rankin	2023-02-12T22:32:09	CC_BY_NC_4_0	David Rankin	David Rankin			2023-02-20T17:07:18.912Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4034874015	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/148410369	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Papaveraceae	Eschscholzia	Eschscholzia californica		SPECIES	Eschscholzia californica Cham.	Eschscholzia californica		US		California	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	37.726651	-122.449696	46.0						2023-02-09T14:27:35	9	2	2023	2888380	2888380	HUMAN_OBSERVATION	iNaturalist	Observations	148410369		sandor_in	2023-02-10T02:07:39	CC_BY_NC_4_0	adamwong	adamwong			2023-02-20T17:07:16.591Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4034873032	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/148484290	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Papaveraceae	Eschscholzia	Eschscholzia californica		SPECIES	Eschscholzia californica Cham.	Eschscholzia californica		US		California	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	37.149506	-121.791922	4.0						2023-02-10T10:19:00	10	2	2023	2888380	2888380	HUMAN_OBSERVATION	iNaturalist	Observations	148484290		eeya	2023-02-11T00:37:18	CC_BY_NC_4_0	eeya	eeya			2023-02-20T17:13:55.560Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4034870680	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/143347652	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Papaveraceae	Eschscholzia	Eschscholzia californica		SPECIES	Eschscholzia californica Cham.	Eschscholzia californica		US		California	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	39.069798	-122.782778							2022-11-13T17:04:28	13	11	2022	2888380	2888380	HUMAN_OBSERVATION	iNaturalist	Observations	143347652		Paweł Pieluszyński	2022-11-30T12:51:58	CC_BY_NC_4_0	Paweł Pieluszyński	Paweł Pieluszyński			2023-02-20T17:13:42.791Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4034856828	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/148304389	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Papaveraceae	Eschscholzia	Eschscholzia californica		SPECIES	Eschscholzia californica Cham.	Eschscholzia californica		US		California	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	37.770595	-122.392845	19.0						2023-02-06T12:43:59	6	2	2023	2888380	2888380	HUMAN_OBSERVATION	iNaturalist	Observations	148304389		Ryan Phelan	2023-02-08T16:25:16	CC_BY_NC_4_0	tingtingdong	tingtingdong			2023-02-20T17:05:31.040Z	StillImage	CONTINENT_DERIVED_FROM_COORDINATES
4034848689	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/148580845	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Papaveraceae	Eschscholzia	Eschscholzia californica		SPECIES	Eschscholzia californica Cham.	Eschscholzia californica		US		California	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	33.583241	-117.765174							2023-02-11T11:38:53	11	2	2023	2888380	2888380	HUMAN_OBSERVATION	iNaturalist	Observations	148580845		Ellen U.	2023-02-12T04:58:06	CC_BY_NC_4_0	Ellen U.	Ellen U.			2023-02-20T17:05:22.771Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4034847774	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/147488154	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Papaveraceae	Eschscholzia	Eschscholzia californica		SPECIES	Eschscholzia californica Cham.	Eschscholzia californica		US		California	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	37.100694	-122.279135	5.0						2023-01-27T14:57:27	27	1	2023	2888380	2888380	HUMAN_OBSERVATION	iNaturalist	Observations	147488154		James Maughn	2023-01-27T22:57:45	CC_BY_NC_4_0	James Maughn	James Maughn			2023-02-20T17:05:58.351Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4034840081	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/148435001	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Papaveraceae	Eschscholzia	Eschscholzia californica		SPECIES	Eschscholzia californica Cham.	Eschscholzia californica		US		California	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	32.924737	-117.258325	4.0						2023-02-09T11:45:30	9	2	2023	2888380	2888380	HUMAN_OBSERVATION	iNaturalist	Observations	148435001		susanbar	2023-02-10T07:22:58	CC_BY_NC_4_0	susanbar	susanbar			2023-02-20T17:06:51.811Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4034835390	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/107231318	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Papaveraceae	Eschscholzia	Eschscholzia californica		SPECIES	Eschscholzia californica Cham.	Eschscholzia californica		US		California	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	37.321393	-122.210079	1000.0						2022-02-21T18:56:50	21	2	2022	2888380	2888380	HUMAN_OBSERVATION	iNaturalist	Observations	107231318		shroomsday	2022-02-22T03:32:44	CC_BY_NC_4_0	shroomsday	shroomsday			2023-02-20T17:11:45.072Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4034831882	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/148417178	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Papaveraceae	Eschscholzia	Eschscholzia californica		SPECIES	Eschscholzia californica Cham.	Eschscholzia californica		US		California	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	36.602493	-121.85775	24.0						2023-02-09T16:09:37	9	2	2023	2888380	2888380	HUMAN_OBSERVATION	iNaturalist	Observations	148417178		wanderingmagus	2023-02-10T00:37:15	CC_BY_NC_4_0	wanderingmagus	wanderingmagus			2023-02-20T17:06:14.341Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4034829616	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/148150067	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Papaveraceae	Eschscholzia	Eschscholzia californica		SPECIES	Eschscholzia californica Cham.	Eschscholzia californica		US		California	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	33.487342	-117.001725	5.0						2023-02-05T11:03:00	5	2	2023	2888380	2888380	HUMAN_OBSERVATION	iNaturalist	Observations	148150067		Connor Poylio	2023-02-06T01:59:47	CC_BY_NC_4_0	Connor Poylio	Connor Poylio			2023-02-20T17:13:51.586Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
